x,y
-12.837677804028484,0.2169279258827403
-14.95031259750818,-6.21720346217494
-11.633510526671923,-0.039142791072215
-13.061197934336164,-2.208110842228252
-9.338395496032653,-0.6152053277116849
-13.618045973765486,-1.9529641179389128
-9.754779684138855,1.5782569051268287
-15.960571312135375,-3.4848014052006886
-5.0,3.7393633237014416
-8.817392850343643,2.849032845620449
-11.951221594623812,0.3007190092270325
-9.326612199534138,0.627773316649452
-15.481251750834293,-7.960201479008307
-11.897906504245343,-0.8151362682433012
-14.211495703861466,-1.3263067148480223
-13.853595695068261,-5.637831889255132
-12.253602461313903,-0.1770920091292334
-12.759571338203763,-3.7985473950593778
-9.963884468939842,1.0728584359320936
-12.0292851073642,-0.1971725137901801
-12.948357366940133,-0.8135464102035254
-10.32098916787068,0.4121822785038116
-14.348773598906753,-3.494875490806552
-12.400509256377699,0.3321998409920641
-10.751194517935213,3.8631053181447546
-6.339625813449208,3.2406290062521776
-16.331617418851312,-3.492276535193302
-11.011037624696508,-0.2465471216602041
-12.78022076036293,1.319822017777551
-12.279890138198985,1.5895183717587071
-9.624252514178352,1.7716684002835057
-6.926959271282088,3.2289764105879333
-13.536320600689738,-6.745283810694724
-16.04493946385537,-4.940665061580157
-11.210797614910309,5.184986207588538
-9.371772588802818,0.5754894097830486
-12.661919072550834,-2.9504543118486266
-10.53380571116371,4.235599975119269
-13.615997508485403,-0.3358251670775909
-12.332685671219712,-4.913231614003644
-11.125976755555465,4.297276305587157
-13.090274387257832,1.3532888794582028
-13.058009150542844,-0.7712751732396943
-13.577102127582233,-4.028978843982599
-8.133657433374765,0.829399547687897
-14.30684102376242,-1.450653387287938
-9.742934082596681,3.9835299713151775
-6.169562631693919,5.498061233028668
-5.8663492467733835,3.974048476563096
-12.300254216880912,0.4602415952380764
-11.199277108170559,-0.3493430267221514
-9.917503007630392,7.178494068732658
-9.778120134007356,2.0306319164693445
-11.547970921937386,2.2336989757042605
-12.869114573167593,-1.7107817174986095
-13.454423841337954,-0.8640771083842196
-14.016244285913295,-1.132822214852382
-9.696645837023691,2.7165321719641886
-9.31912258204144,5.421197876973996
-13.50333235713463,-2.081597350003354
-13.441997169771863,-1.9686180312533532
-13.717466922278064,-1.7776084646632675
-13.317122180957133,-4.236415839027185
-12.159957357783158,-2.1016323930086798
-10.4413455455431,3.993126088065946
-15.812165018998746,-4.306682797403011
-11.534387413589716,3.572770840574181
-8.880442922772284,0.2549067424472818
-6.794164746506219,3.2854798806847416
-11.668090527754085,-2.5239216467711367
-7.846842856468447,6.8501534450880674
-10.469325656224683,-1.524182243096662
-16.929577766257083,-6.523404631264156
-17.9869915362574,-3.619055299014247
-9.500183442506433,3.7450211813168326
-10.854191910141719,-3.512210665887591
-11.023938088929084,2.93654972760906
-14.521632374534981,-0.0817503174717468
-9.83968166850186,1.39427336396162
-8.628325003315362,2.091521354770929
-12.970774230978297,-2.000250709703973
-9.844730978430734,0.7440285699276827
-9.940966600365323,-2.1566602447032253
-12.912979442597509,-4.025646927208353
-13.96092914373248,0.8532294113642904
-10.480748732175389,2.2115798952715284
-8.473836488311544,7.096695379326097
-15.367512554595827,-2.837317412583458
-13.127661747605874,-0.727736860698059
-14.22157593381975,-5.109103660442312
-13.444025994641382,-2.3173946977983952
-12.068408864447095,-2.639730855593371
-10.323416571942627,2.346194319137491
-15.871416451948786,-4.081048471748848
-13.349010257534111,-3.13382117067038
-18.8,-5.889171012050488
-12.65408291890336,0.7664504775031871
-8.432338035974063,0.5905243895178095
-10.795965671796646,0.7913023705698118
-10.628378128050024,3.922762139419948
2.3027129095,-17.3407137099
2.3844829095,-17.6692437099
2.9152429095,-18.7977737099
3.0689729095,-18.6263037099
2.9897429095,-18.6548337099
3.0593129095,-18.8833637099
3.1172729095,-18.7119037099
3.1808929095,-18.8404337099
3.4438829095,-19.9689637099
3.7379329095,-20.2974937099
