x,y
-10.861489846832949,0.876978784381595
-11.929760841809956,1.8467480451239175
-14.258121269310843,1.97873582457854
-14.691379161078614,-3.7249784411851796
-15.09801037339057,1.549655295059433
-11.924859111155936,2.7621431049118854
-10.991311258741728,0.9939528321617228
-10.854065028739828,-0.3546507019838149
-12.920586560233728,-1.391064138026581
-8.55641260330114,3.3967990163693385
-10.785201040648151,-1.8174284306566544
-10.273201930638922,0.8763284685280611
-7.660103155174345,-2.4229867358705093
-13.908753413558065,2.216200187498351
-7.365881778128074,4.140058669591192
-12.388933375413105,5.3423101619983
-12.80098569647874,-1.68128366121994
-15.0,-6.500704124132241
-6.009747037847049,0.18613255298414016
-7.885167763220055,4.989255186007703
-12.769318336264155,1.6902778695909901
-12.790109004848356,1.5381345263310726
-8.623911928552153,1.8988631225990356
-7.415390115350185,-1.6714752659093035
-12.165469537772164,-0.39015057561452005
-11.00187734706051,-2.3540525274925
-14.734083693316542,3.9617320404702316
-12.572177519695192,-1.0014535370045161
-12.0643882067655,-1.0816621219484832
-12.862058951270593,-4.666189219367158
-7.362274922498191,-3.430270419675435
-10.283831510725426,0.9207120175556587
-14.909166054436379,-3.2312416229970276
-7.629671092086157,5.047202153299544
-12.90011943873076,1.757254511146879
-12.79118670764919,-2.2660236741608015
-7.943310538071848,1.5604062015377935
-12.151027785993317,2.85212230083217
-11.029736900775938,-2.8424827929015213
-11.120800848182763,-1.5788289831845659
-12.102164105632512,0.08768722126746695
-14.482476071344334,-1.4946319191630069
-15.027738657659604,-7.331756932279194
-8.814702962786136,1.1998026643435389
-12.100064616008267,-3.578582443610067
-12.361896329280985,2.4283498484161035
-10.043434438076815,-4.338086102822669
-9.668434702016896,4.25537415034276
-9.987003732113986,1.337367981261858
-8.781608656420782,-4.228682084580318
-11.963666702614179,2.9434292512979243
-11.930938404623102,5.117029548767838
-6.339858335411073,1.1803281616083063
-13.18302768786634,-6.365567858866058
-7.102321878527809,-0.688024324659053
-12.011221206389978,-1.1465241355622156
-8.69603670036623,1.96143761394155
-12.855933147920998,-0.3292222829722867
-7.008725922413775,-6.291924046574732
-12.784074119692676,4.272027426773462
-17.0,-7.02176997689814
-14.61681200341341,-0.6596775326124185
-11.54810660142976,0.540336146050721
-7.393917626916635,-1.5911359750800038
-11.109618801950884,-2.3925925297852517
-12.01422082131219,-3.79960625394155
-10.985217180861833,2.7391827851206854
-11.181372243424735,2.30356105606183
-12.184279729986742,-0.6106449681654234
-12.72998001515251,-1.3488955999713983
-10.189683643064664,-0.24600547810952839
-11.7001267226516,1.1851626042915189
-12.912196570631876,-6.422054916635687
-14.312227716654032,-1.9881511558333722
-9.646771884944799,0.26492347139645794
-13.439706356671324,3.032448506652962
-11.220283525610246,-2.6573748130852066
-11.559260634974507,-5.048157379474537
-12.185254559071197,0.1155154918866562
-13.128009307438885,-3.6792543899849384
-12.068580001535987,-2.390284779414009
-12.854351745452357,-7.572644418243459
-12.068795452772953,-0.15479361356120358
-7.466114875877014,4.418746070454632
-13.251786711012262,1.5547745181388557
-7.96870785887624,2.0576382562332096
-11.184826620417783,-4.6503972868405485
-10.999247757299118,-1.2160850612654595
-12.096328458930458,-5.285307915027779
-5.866272131428279,-1.2584041154880188
-14.269701349141557,-1.7685653392578953
-13.110613667078109,-3.084860753686565
-14.834136266097507,-7.991934350268994
-12.111699304618326,0.46539059890539863
-14.536699446722875,-1.3120183837179424
-7.946355314939407,-2.9694443496905185
-12.777774009312633,2.7193934078579014
-12.10493051548151,-1.4584433613148509
-7.616408753843395,0.8285997748377971
-14.592699472394168,-0.24805412168610302
-0.0449132501,-16.2218304152
0.0368567499,-16.5503604152
0.5676167499,-17.6788904152
0.7213467499,-17.5074204152
0.6421167499,-17.5359504152
0.7116867499,-17.7644804152
0.7696467499,-17.5930204152
0.8332667499,-17.7215504152
1.0962567499,-18.8500804152
1.3903067499,-19.1786104152
