x,y
-7.578470050228614,-2.5428652839672052
-11.038229707755308,-2.052060369832139
-10.180944711949284,1.3294750542503042
-9.555443706498266,-3.0878209358258677
-9.641277744724988,-6.130798973932735
-13.689876774993142,1.688982261859791
-12.216327948737668,2.542519239953909
-11.308404950024466,1.8589614845460107
-12.171488577090198,4.667160279982771
-11.318118525164795,5.373402014160836
-11.56171686667772,-1.8275868002065465
-9.994800055670066,-1.6351128057477649
-7.406395687874846,-2.452083516634637
-6.4,-2.216777220254002
-11.124685287868235,1.9201454299540408
-11.7033514020061,1.4193650388686816
-12.662077243699947,3.70474391616857
-11.05122067091014,2.0357782042358483
-13.276106645958762,5.0434374836712745
-8.694780793885421,-1.1370101896227216
-10.29030960982887,1.7560065786560928
-12.413623458014733,5.282643546629657
-7.622291166211561,-2.6870046858723415
-12.75323403422266,-1.1473848522467291
-14.501854042424647,4.506973694989676
-13.848965743046442,2.602158219569097
-10.451821026990663,-1.1101164069672715
-9.346091482688575,2.0394715848085774
-13.201484085822102,2.2855642489584405
-7.863131689216924,-1.4190250046160864
-10.840366268613685,-1.4030908716709296
-6.943142867890067,-6.10523359845527
-9.674381192115305,-3.6842482172187947
-8.121375345734497,-5.202636751863256
-8.280436587145903,-4.26932552131005
-9.347645430465725,-2.3842085803021518
-10.812414592306549,-2.06670793024563
-8.396087333443255,-4.421916181391801
-11.170965459264657,-3.2494727431119914
-8.160531045941733,-6.027677864648474
-8.24236466031841,-0.37011152154987154
-10.84284368922106,-1.1648389513643806
-9.409777724526283,0.3637804726750291
-10.27980319035358,4.111060590437128
-10.905581341364577,3.1173016878753392
-10.999842038820173,1.3366960605824763
-13.007631686072285,3.9883527802921095
-11.383176179061405,-1.3064026373565392
-10.662154513504976,1.508618117175858
-9.279749342149977,-0.40743789393317126
-9.806914691670901,-1.0280085683168745
-13.625845001096366,4.00377948556659
-10.168628110120668,-0.7481486396927836
-8.565585204287778,0.8000376695033204
-9.348786491873547,0.9208552364710637
-11.021336599754601,2.3589072948853684
-10.881414880257473,2.099294173673481
-5.962857764978489,-6.52188783181253
-7.309484230055549,-3.1932616583156648
-9.541582158037773,-2.7303863120326044
-15.0,2.423225007260212
-12.096599196030324,0.6454231535287904
-9.215242717542878,-0.2268121055082695
-10.208860193178605,0.7170223149507097
-13.55521932941103,3.626795542557145
-12.21311515858146,0.7967683874817519
-9.95792454191348,-0.06565080182621165
-11.983551777477883,0.10481272833180909
-9.864175314976945,-0.2657866261164088
-8.668383075854647,-8.189186437239191
-10.703958137963436,1.3209175354424734
-11.069864080461784,2.4146344046296733
-14.404681391404486,6.722243608181004
-12.675844719271943,1.7558265312204786
-14.286532623371937,8.076841108480886
-14.604731124962857,5.795821619995929
-10.03900631988342,-1.5364271426991662
-11.945613034445902,1.9414299613224195
-11.60690912603063,-0.5364466480882764
-9.656310964599466,-2.9005407988168663
-13.018149312281324,1.6010423255341786
-8.499939255870672,-0.4769768777327907
-10.464932785190168,2.067949778442364
-6.946041325338138,-5.536593852506889
-8.764449374335362,0.20493477452754574
-10.56661977937225,-4.225413986087536
-9.956725879639267,-0.6221297706631174
-8.027989793138921,-2.0468474356307933
-9.68354065727671,0.210411000661338
-14.574033190508583,5.586302076530515
-10.83051869185106,0.8336077802231628
-7.797399511293961,-5.546580637366476
-10.308534398574878,-1.2331616743006992
-10.727490064464543,0.2920624455792034
-10.011739892604467,-0.6387160740296738
-10.739613240294531,-0.6863157780135629
-8.286339680021193,-4.43647524783762
-8.868221563498295,-5.721105113386516
-12.43612198284843,1.5963808326835645
-13.116698090211388,3.141592942245134
1.5472693704,17.3139729773
1.1872693704,17.9539729773
0.5272693704,18.5639729773
-0.2927306296,18.6039729773
-1.0027306296,18.1239729773
-1.2527306296,17.4139729773
-1.0427306296,16.4739729773
-0.3127306296,15.8739729773
0.5072693704,15.7939729773
1.2272693704,16.2939729773
